loop,DRate Gbps,Pattern,Channel,TXpre,TXpost,TXattn,vos0,vos1,vos2,vos3,vos4,vos5,vos06,vos07,dc,lf,hf,bw,gain,tap1,tap2,tap3,tap4,tap5,tap6,tap7,tap8,tap9,tapA,tapB,tapC,tapD,errors,BER@eh0V,eh@1e10,eh@1e12,eh@1e15,eh@1e17,eh_r2fit,BER@ew0mUI,ew@1e10,ew@1e12,ew@1e15,ew@1e17,ew_r2fit
308,16.0,prbs31,Macallan_BP,1,1,4,128,137,124,126,140,142,127,129,86,5,15,7,0,6,-6,3,4,-1,0,0,-1,-1,-1,-1,-1,-1,0,8.548639446145771e-20,72,54,29,14,0.9998896718025208,8.173168608455623e-34,413,364,298,258,0.9999998807907104
309,16.0,prbs31,Macallan_BP,1,1,4,128,137,124,126,140,142,127,129,84,5,15,7,0,6,-6,0,4,2,0,0,-1,-1,-1,-1,-1,-1,0,2.5507313940617565e-21,77,60,37,23,0.9998196959495544,1.9353974441566387e-35,442,393,326,285,0.9999474287033081
310,16.0,prbs31,Macallan_BP,1,1,4,127,136,126,127,142,143,127,129,84,4,15,7,0,5,-10,-2,3,1,-1,0,-1,-1,-1,-1,-1,-1,0,6.275420638937574e-22,80,64,40,26,0.9999959468841553,3.230406427861999e-40,453,409,349,312,0.9999306797981262
311,16.0,prbs31,Macallan_BP,1,1,4,127,136,126,127,142,144,127,129,84,4,15,7,0,5,-10,-2,2,2,-1,-1,-1,-1,-1,-1,-1,-1,0,1.3575551495441497e-22,82,66,43,30,0.9998990297317505,1.2690205062511373e-38,449,403,341,303,0.9999447464942932
312,16.0,prbs31,Macallan_BP,1,1,4,127,136,126,127,142,144,127,129,84,4,15,7,0,5,-10,-2,3,1,-1,0,-1,-1,-1,-1,-1,-1,0,4.038303210297518e-21,78,61,37,22,0.9997957944869995,1.1703176324556416e-39,451,407,346,309,0.9998357892036438
313,16.0,prbs31,Macallan_BP,1,1,4,128,137,124,126,140,142,127,129,84,5,15,7,0,6,-6,0,4,2,0,0,-1,-1,-1,-1,-1,-1,0,1.052103414064441e-20,75,58,34,20,0.9991999268531799,3.891522118353246e-34,423,374,307,266,0.9999865889549255
314,16.0,prbs31,Macallan_BP,1,1,4,128,137,124,126,140,142,127,129,83,5,15,7,0,6,-6,2,4,0,0,0,-1,-1,-2,-1,-1,-1,0,2.0741982531714924e-20,74,57,33,18,0.9999998211860657,5.03989529099337e-31,401,349,278,236,0.9994620680809021
315,16.0,prbs31,Macallan_BP,1,1,4,129,137,124,126,140,142,127,129,84,5,15,7,0,7,-6,0,4,2,0,0,-1,-1,-1,-1,-1,-1,0,3.382247219833214e-20,73,55,31,17,0.9992995858192444,1.7299109198618592e-32,423,371,300,257,0.9991903305053711
316,16.0,prbs31,Macallan_BP,1,1,5,126,135,127,129,143,145,127,129,88,3,15,7,1,4,-10,-3,2,1,-1,0,-1,-1,-1,-1,-1,-1,0,8.406697637763922e-23,82,65,43,30,0.9997686743736267,9.999936464761066e-41,459,418,361,327,0.9996402859687805
317,16.0,prbs31,Macallan_BP,1,1,5,126,135,127,129,143,145,127,129,88,3,15,7,1,4,-10,-3,2,1,-1,0,-1,0,-1,0,0,-1,0,7.562882815747917e-24,84,68,47,34,0.9993882179260254,1.2817745152631705e-39,449,404,344,307,0.9999871850013733
318,16.0,prbs31,Macallan_BP,1,1,5,127,136,126,128,142,143,127,129,86,4,15,7,0,4,-9,2,3,-2,0,-1,0,-1,-1,-1,-1,-1,0,3.0372855020364485e-21,76,59,36,22,0.9994707107543945,7.2451101528962115e-37,428,383,320,283,0.9999443292617798
319,16.0,prbs31,Macallan_BP,1,1,5,127,136,126,128,142,143,127,129,84,4,15,7,0,5,-10,-2,3,1,0,0,-1,-1,-1,-1,-1,-1,0,3.7497163954541263e-23,81,65,44,31,0.999443531036377,4.736548820488179e-40,450,406,346,309,0.9993316531181335
320,16.0,prbs31,Macallan_BP,1,1,5,126,135,127,129,143,144,127,129,86,3,15,7,1,4,-10,0,2,-2,0,0,-1,-1,-1,-1,-1,-1,0,1.201609849454874e-24,86,71,50,38,0.999999463558197,2.1506438912086297e-38,430,386,326,290,0.9980086088180542
321,16.0,prbs31,Macallan_BP,1,1,5,126,135,127,129,143,145,127,129,86,3,15,7,1,4,-10,0,2,-2,0,-1,-1,-1,-1,-1,-1,-1,0,2.5543601987891897e-25,87,72,52,40,0.9995622038841248,4.761681755049042e-37,425,380,318,281,0.9999467730522156
322,16.0,prbs31,Macallan_BP,1,1,5,127,136,126,128,142,143,127,129,84,4,15,7,0,5,-10,-2,2,1,-1,0,-1,-1,-1,-1,-1,-1,0,3.558198031975318e-21,76,59,36,22,0.9999864101409912,3.3850436323212245e-38,445,399,337,299,0.9994809031486511
323,16.0,prbs31,Macallan_BP,1,1,5,129,137,125,126,140,142,127,129,84,5,15,7,0,6,-6,-1,4,2,0,0,-1,-1,-1,-1,-1,-1,0,5.611038409983927e-20,70,53,29,15,0.9998548626899719,1.0748844959024135e-35,441,392,326,286,0.9999372959136963
324,16.0,prbs31,Macallan_BP,1,1,5,127,136,126,128,141,144,127,129,84,4,15,7,0,5,-10,-2,3,1,0,0,0,-1,-1,-1,-1,-1,0,9.649168751100324e-21,75,58,34,20,0.9999995231628418,5.604561683147005e-39,447,402,341,304,0.9999994039535522
325,16.0,prbs31,Macallan_BP,2,1,0,129,138,124,125,142,143,127,129,98,5,15,7,0,7,-7,-2,4,4,0,0,0,-1,-1,-1,-1,-1,0,1.7304620083977432e-20,85,64,37,21,0.9994197487831116,9.608049991201221e-34,427,376,308,267,0.9998329281806946
326,16.0,prbs31,Macallan_BP,2,1,0,127,136,127,128,146,147,127,129,100,3,15,7,2,4,-10,-3,2,1,0,0,0,-1,-1,-1,-1,-1,0,1.2524101544294586e-24,100,82,58,44,0.9993026852607727,9.999936464761066e-41,468,426,370,336,0.9997904896736145
327,16.0,prbs31,Macallan_BP,2,1,0,129,138,124,125,141,143,127,129,92,5,15,7,0,7,-6,3,4,-1,0,0,-1,-1,-1,-1,-1,-1,0,2.700112367848547e-20,83,63,36,19,0.9998338222503662,7.344535303117038e-36,430,382,318,279,0.9991486072540283
328,16.0,prbs31,Macallan_BP,2,1,0,129,138,124,126,142,143,127,130,100,5,15,7,0,7,-7,-1,5,3,0,0,0,-1,-1,-1,-1,-1,0,2.021973339260394e-20,84,64,37,20,0.999994158744812,3.566047808970132e-36,438,390,325,286,0.9998182058334351
329,16.0,prbs31,Macallan_BP,2,1,0,127,137,125,126,143,145,127,129,94,4,15,7,0,6,-11,5,3,-5,0,0,-1,-1,-1,-1,-1,-1,0,1.4600363800114474e-22,92,74,48,33,0.9999202489852905,1.3261337413312176e-34,395,350,289,251,0.9993339776992798
330,16.0,prbs31,Macallan_BP,2,1,0,127,136,126,127,143,145,127,129,96,4,15,7,0,5,-11,-8,3,6,0,0,-1,-1,-2,-1,-1,-1,0,3.9531317988001155e-22,90,71,46,30,0.9999658465385437,9.012266073535285e-37,423,377,316,278,0.9998793005943298
331,16.0,prbs31,Macallan_BP,2,1,0,127,137,125,127,144,146,127,129,92,4,15,7,0,5,-11,1,2,-2,0,-1,-1,-1,-1,-1,-1,-1,0,6.143986077027524e-24,97,79,55,40,0.9987075328826904,7.098750104389903e-39,445,400,339,302,0.9999297857284546
332,16.0,prbs31,Macallan_BP,2,1,0,127,135,126,128,145,147,127,129,92,3,15,7,1,5,-11,0,2,-2,-1,0,-1,-1,-1,-1,-1,-1,0,1.1107607242036564e-25,103,86,62,48,0.9924226403236389,1.9798258036790478e-39,446,401,341,304,0.9999834299087524
333,16.0,prbs31,Macallan_BP,2,1,0,125,135,127,129,147,148,127,129,93,2,15,7,2,3,-12,1,1,-4,-1,0,-1,-1,-1,-1,-1,-1,0,6.750592748248474e-27,106,90,67,54,0.9980916976928711,4.9398227328310864e-39,424,381,323,288,0.9998079538345337
334,16.0,prbs31,Macallan_BP,2,1,1,125,135,127,129,146,148,127,129,98,2,15,7,2,3,-11,-4,1,1,-1,0,-1,-1,-1,0,-1,0,0,5.43218371278974e-26,103,86,63,49,0.9963094592094421,9.999936464761066e-41,488,448,393,359,0.999978244304657
335,16.0,prbs31,Macallan_BP,2,1,1,125,135,128,129,146,148,127,129,100,2,15,7,2,3,-11,-4,1,1,-1,0,-1,0,-1,0,-1,0,0,5.112914661450436e-27,104,88,66,53,0.9998612999916077,9.999936464761066e-41,470,428,371,336,0.9999994039535522
336,16.0,prbs31,Macallan_BP,2,1,1,127,137,126,127,143,145,127,129,90,4,15,7,0,5,-10,1,3,-1,0,-1,-1,-1,-2,-1,-1,-1,0,6.869499577498843e-24,94,77,53,39,0.9975005984306335,9.999936464761066e-41,452,409,350,315,0.9999716877937317
337,16.0,prbs31,Macallan_BP,2,1,1,124,133,129,130,147,149,127,129,94,1,15,7,2,2,-14,1,0,-5,-1,-1,-1,-1,-1,-1,-1,0,0,1.1276801375491531e-30,111,96,76,64,0.9987096786499023,5.74067783944402e-39,416,374,317,282,0.9997658729553223
338,16.0,prbs31,Macallan_BP,2,1,1,128,138,124,126,142,143,127,129,90,5,15,7,0,6,-7,3,4,0,0,0,-1,-1,-1,-1,-1,-1,0,3.6277703725911306e-21,84,65,39,24,0.9991374611854553,1.5868532143705705e-36,436,389,325,286,0.9998850226402283
339,16.0,prbs31,Macallan_BP,2,1,1,128,138,124,125,142,143,127,129,90,5,15,7,0,7,-6,3,4,0,0,0,-1,-1,-1,-1,-1,-1,0,3.689718539900488e-21,84,65,40,24,0.9987483024597168,2.2957921952533546e-36,436,388,324,285,0.9999980330467224
340,16.0,prbs31,Macallan_BP,2,1,1,128,137,124,125,141,143,127,129,84,5,15,7,0,7,-6,-1,4,2,0,-1,-1,-1,-1,-1,-1,-1,0,1.0260684862599045e-19,79,59,31,15,0.9967869520187378,4.596858705497379e-37,443,396,332,293,0.9992066621780396
341,16.0,prbs31,Macallan_BP,2,1,1,128,138,124,125,141,143,127,129,90,5,15,7,0,6,-6,3,4,0,0,0,0,-1,-1,-1,-1,-1,0,8.6729737179716e-20,80,60,33,16,0.9989715814590454,1.4297892025568355e-38,451,405,343,305,0.999861478805542
342,16.0,prbs31,Macallan_BP,2,1,1,128,137,124,126,141,142,127,129,86,5,15,7,0,6,-6,3,4,-1,0,0,0,-1,-1,-1,-1,-1,0,3.771945640775706e-20,80,60,34,18,0.998628556728363,4.034898505222001e-34,420,371,305,265,0.9994491934776306
343,16.0,prbs31,Macallan_BP,2,1,2,128,138,124,126,141,142,127,129,84,5,15,7,0,6,-7,-1,4,2,0,0,-1,-1,-1,-1,-1,-1,0,1.3302313970829068e-20,80,61,36,20,0.996707558631897,5.1987293523582304e-36,435,387,322,283,0.9999991655349731
344,16.0,prbs31,Macallan_BP,2,1,2,128,137,124,126,141,143,127,129,84,5,15,7,0,6,-6,0,3,2,0,0,-1,-1,-1,-1,-1,-1,0,1.3185517142618073e-19,77,57,30,14,0.9998811483383179,7.410987118501489e-39,455,409,346,308,0.9998623728752136
345,16.0,prbs31,Macallan_BP,2,1,2,127,135,126,128,145,146,127,129,86,3,15,7,1,4,-11,0,1,-2,-1,0,-1,-1,-1,-1,-1,-1,0,1.6401215093343466e-25,96,80,58,45,0.9999321699142456,9.999936464761066e-41,448,406,349,314,0.9998893737792969
346,16.0,prbs31,Macallan_BP,2,1,2,128,138,124,126,141,142,127,129,84,5,15,7,0,7,-7,-1,4,2,0,0,0,-1,-1,-1,-1,-1,0,5.766552882332695e-20,78,58,32,16,0.9999797344207764,3.2584813565598045e-38,446,400,338,300,0.9994489550590515
347,16.0,prbs31,Macallan_BP,2,1,2,128,137,124,126,141,142,127,129,84,5,15,7,0,6,-6,-1,4,2,0,0,-1,-1,-1,-1,-1,-1,0,3.359605708271651e-20,78,59,33,18,0.9994457364082336,4.031961002782152e-37,444,397,333,294,0.9999942183494568
348,16.0,prbs31,Macallan_BP,2,1,2,128,137,124,125,141,142,127,129,83,5,15,7,0,6,-6,2,4,0,0,0,-1,-1,-1,-1,-1,-1,0,1.8069029830073195e-20,80,61,35,20,0.9998952746391296,5.591922068562694e-38,442,396,334,296,0.9999951720237732
349,16.0,prbs31,Macallan_BP,2,1,2,128,137,124,126,141,142,127,129,84,5,15,7,0,6,-6,0,4,2,0,0,-1,-1,-1,-1,-1,-1,0,3.722200004682534e-20,78,59,33,17,0.9998387098312378,8.810233804919967e-38,446,400,336,298,0.9998947978019714
350,16.0,prbs31,Macallan_BP,2,1,2,129,137,124,126,141,143,127,129,84,5,15,7,0,7,-6,-1,4,2,0,0,0,-1,-1,-1,-1,-1,0,1.1691237179486082e-19,76,56,30,14,0.998855710029602,1.841188480125222e-37,450,403,339,300,0.9998074769973755
351,16.0,prbs31,Macallan_BP,2,1,2,128,137,124,126,141,142,127,129,84,5,15,7,0,6,-7,-1,4,2,0,0,0,-1,-1,-1,-1,-1,0,5.5530459869301935e-22,83,66,42,28,0.9999491572380066,3.245434502806011e-36,438,390,325,286,0.9999957084655762
352,16.0,prbs31,Macallan_BP,2,1,3,127,136,126,127,143,144,127,129,84,4,15,7,0,5,-10,-2,2,2,0,0,-1,-1,-1,-1,-1,-1,0,2.2193652869774924e-22,85,68,44,30,0.9984127283096313,9.999936464761066e-41,465,420,360,323,0.9999781847000122
353,16.0,prbs31,Macallan_BP,2,1,3,128,138,124,126,141,142,127,129,84,5,15,7,0,6,-6,0,4,2,0,0,-1,-1,-1,-1,-1,-1,0,6.615950908548926e-22,81,64,41,27,0.9960340857505798,5.110537356025125e-37,452,404,339,299,0.9995221495628357
354,16.0,prbs31,Macallan_BP,2,1,3,127,135,127,128,143,146,127,129,84,3,15,7,1,4,-10,-3,2,1,-1,-1,-1,-1,-1,-1,-1,-1,0,7.2119685354078665e-25,92,76,54,41,0.9999622702598572,9.999936464761066e-41,460,417,359,324,0.999910295009613
355,16.0,prbs31,Macallan_BP,2,1,3,126,135,127,128,144,145,127,129,84,3,15,7,1,4,-10,-3,2,0,-1,-1,-1,-1,-1,-1,-1,-1,0,1.107726273838384e-23,89,73,50,36,0.9993420839309692,9.999936464761066e-41,468,426,368,334,0.9999091029167175
356,16.0,prbs31,Macallan_BP,2,1,3,127,136,126,127,143,144,127,129,86,4,15,7,0,5,-10,1,3,-2,0,0,-1,-1,-1,-1,-1,-1,0,3.788796165576165e-23,87,70,47,34,0.9996899962425232,4.226010242196672e-40,446,403,343,307,0.9999904632568359
357,16.0,prbs31,Macallan_BP,2,1,3,127,136,125,128,143,145,127,129,86,4,15,7,0,5,-10,1,2,-2,0,0,-1,-1,-1,-1,-1,-1,0,2.701014245533365e-23,88,71,48,34,0.9998751878738403,6.989118095773493e-39,443,398,337,300,0.9997355937957764
358,16.0,prbs31,Macallan_BP,2,1,3,129,137,124,127,141,143,127,129,89,5,15,7,0,6,-7,2,4,0,0,0,-1,-1,-1,0,-1,-1,0,6.7159300319974196e-21,79,61,36,21,0.999361515045166,4.9293387264369816e-36,435,387,322,283,0.9999975562095642
359,16.0,prbs31,Macallan_BP,2,1,3,127,136,126,128,143,145,127,129,86,4,15,7,0,5,-10,1,2,-2,0,-1,-1,-1,-1,-1,-1,-1,0,9.673074178613047e-23,87,69,46,32,0.9999915361404419,7.038252878509158e-39,442,397,337,300,0.9998534321784973
360,16.0,prbs31,Macallan_BP,2,1,3,128,138,124,126,141,142,127,129,86,5,15,7,0,6,-6,3,4,-1,0,0,0,-1,-1,-1,-1,-1,0,2.9074016301570916e-22,83,66,43,29,0.9979392290115356,1.0082688637491259e-35,424,377,314,275,0.9999662041664124
361,16.0,prbs31,Macallan_BP,2,1,4,127,136,126,128,143,144,127,129,84,4,15,7,0,5,-10,-2,2,1,-1,0,-1,-1,-1,-1,-1,-1,0,3.387808998513541e-22,82,65,42,28,0.9998241066932678,1.635116245808138e-40,460,415,355,318,0.9999763369560242
362,16.0,prbs31,Macallan_BP,2,1,4,126,135,127,129,144,146,127,129,85,3,15,7,1,4,-10,0,2,-1,-1,0,-1,-1,-1,-1,-1,-1,0,4.2429534007190047e-26,93,78,57,45,0.9971086978912354,9.999936464761066e-41,458,416,360,326,0.9999961256980896
363,16.0,prbs31,Macallan_BP,2,1,4,127,136,126,128,142,144,127,129,84,4,15,7,0,5,-10,-2,3,1,0,0,0,-1,-1,-1,-1,-1,0,4.6269560086076175e-23,84,68,46,32,0.9999945759773254,9.999936464761066e-41,464,421,362,326,0.9999792575836182
364,16.0,prbs31,Macallan_BP,2,1,4,127,136,126,127,142,144,127,129,82,4,15,7,0,5,-10,-3,3,2,-1,0,-1,-1,-1,-1,-1,-1,0,3.7215917734886706e-22,82,65,42,28,0.9996222257614136,9.999936464761066e-41,464,421,361,325,0.9989733099937439
365,16.0,prbs31,Macallan_BP,2,1,4,126,135,127,129,144,146,127,129,90,3,15,7,1,4,-10,0,2,-1,-1,0,-1,-1,-1,0,-1,0,0,9.895791634623156e-26,92,77,56,44,0.999061644077301,9.999936464761066e-41,460,420,364,331,0.9999983310699463
366,16.0,prbs31,Macallan_BP,2,1,4,129,137,124,126,141,142,127,129,86,5,15,7,0,6,-6,3,3,-1,0,0,0,-1,-1,-1,-1,-1,0,2.8643470463518453e-22,81,64,41,28,0.9999114871025085,1.0674050926673871e-32,415,364,295,254,0.9991962909698486
367,16.0,prbs31,Macallan_BP,2,1,4,127,136,126,128,142,144,127,129,84,4,15,7,0,5,-10,-2,3,2,0,0,0,-1,-1,-1,-1,-1,0,1.1807824438499087e-22,83,67,44,30,0.9993669390678406,9.999936464761066e-41,468,425,367,331,0.9999255537986755
368,16.0,prbs31,Macallan_BP,2,1,4,127,136,126,128,143,144,127,129,84,4,15,7,0,5,-10,-2,3,1,0,0,-1,-1,-1,-1,-1,-1,0,1.7890951719975889e-22,83,66,43,30,0.9995561242103577,9.999936464761066e-41,465,422,364,328,0.9999418258666992
369,16.0,prbs31,Macallan_BP,2,1,4,128,137,124,126,141,142,127,129,84,5,15,7,0,6,-6,-1,4,2,0,0,0,-1,-1,-1,-1,-1,0,1.4814725429021748e-19,72,53,28,13,0.9998925924301147,4.808107422487326e-36,442,393,327,288,0.9981179237365723
370,16.0,prbs31,Macallan_BP,2,1,5,128,137,125,127,140,142,127,129,85,5,15,7,0,6,-6,3,4,0,0,0,0,-1,-1,-1,-1,-1,0,2.6330083654845772e-22,79,63,41,27,0.9999505877494812,2.1664402105903623e-34,425,376,309,269,0.9999997615814209
371,16.0,prbs31,Macallan_BP,2,1,5,128,137,125,127,140,142,127,129,82,5,15,7,0,6,-6,-1,4,3,0,0,0,-1,-1,-1,-1,-1,0,8.692431992421315e-21,74,57,34,20,0.9999985098838806,1.2502170691572408e-37,450,403,339,300,0.9993274211883545
372,16.0,prbs31,Macallan_BP,2,1,5,126,135,127,128,143,145,127,129,82,3,15,7,0,4,-12,-4,2,2,-1,0,-1,-1,-1,-1,-1,-1,0,1.365444828126235e-23,84,68,47,34,0.999476432800293,9.999936464761066e-41,466,422,363,327,0.9997031092643738
373,16.0,prbs31,Macallan_BP,2,1,5,126,135,127,129,143,145,127,129,82,3,15,7,1,4,-10,-3,2,1,-1,0,-1,-1,-1,-1,-1,-1,0,9.461484085656926e-26,88,74,54,42,0.9999452233314514,9.999936464761066e-41,467,425,368,334,0.9999953508377075
374,16.0,prbs31,Macallan_BP,2,1,5,126,134,127,129,143,145,127,129,82,3,15,7,1,3,-10,-3,2,1,-1,0,-1,-1,-1,0,-1,0,0,2.2524339075987524e-25,87,73,52,40,0.9968636631965637,9.999936464761066e-41,472,431,377,344,0.9999684691429138
375,16.0,prbs31,Macallan_BP,2,1,5,126,135,127,129,143,145,127,129,84,3,15,7,1,4,-10,-3,2,1,-1,0,-1,-1,-1,-1,-1,-1,0,2.7656006890065976e-25,87,72,52,40,0.9999814033508301,9.999936464761066e-41,460,417,358,323,0.9994180202484131
376,16.0,prbs31,Macallan_BP,2,1,5,126,135,127,129,143,145,127,129,84,3,15,7,1,4,-10,-3,2,1,-1,0,0,-1,-1,-1,-1,0,0,1.1055762217281005e-23,84,68,47,34,0.9997017979621887,9.999936464761066e-41,466,426,370,337,0.9996801018714905
377,16.0,prbs31,Macallan_BP,2,1,5,126,135,127,129,143,145,127,129,82,3,15,7,1,4,-10,-3,2,1,-1,0,-1,-1,-1,-1,-1,-1,0,2.0326013765862013e-24,86,70,50,37,0.9999957084655762,9.999936464761066e-41,466,424,367,333,0.9999315738677979
378,16.0,prbs31,Macallan_BP,2,1,5,126,135,127,129,144,145,127,129,85,3,15,7,0,4,-12,0,2,-2,0,-1,-1,-1,-1,-1,-1,-1,0,1.4935447882740318e-25,89,74,54,42,0.9999568462371826,6.162942199543105e-40,442,399,340,304,0.9997590780258179
379,16.0,prbs31,Macallan_BP,3,1,0,129,138,123,125,142,143,127,129,85,5,15,7,0,7,-6,3,3,-1,0,0,-1,-1,-2,-2,-1,-2,0,6.544704833670825e-22,88,69,44,29,0.9998118281364441,2.929009123363366e-35,426,378,313,274,0.999783456325531
380,16.0,prbs31,Macallan_BP,3,1,0,127,136,125,127,144,146,127,129,88,4,15,7,0,5,-11,-3,3,2,-1,-1,-1,-1,-1,-1,-1,-1,0,3.4044164812939775e-25,100,83,59,46,0.9999357461929321,9.999936464761066e-41,467,425,367,332,0.9997880458831787
381,16.0,prbs31,Macallan_BP,3,1,0,128,137,124,125,142,143,127,129,84,5,15,7,0,7,-7,0,4,2,0,0,-1,-1,-2,-1,-1,-2,0,3.1241693077788938e-21,86,67,41,25,0.9999580979347229,3.6780990679181444e-38,449,403,340,302,0.9991844296455383
382,16.0,prbs31,Macallan_BP,3,1,0,129,138,123,125,142,143,127,129,84,5,15,7,0,7,-7,0,4,2,0,0,-1,-1,-1,-1,-1,-2,0,4.362672836358359e-22,89,70,45,30,0.9984224438667297,5.254789434188512e-40,457,412,351,314,0.9999984502792358
383,16.0,prbs31,Macallan_BP,3,1,0,128,137,123,125,142,143,127,129,87,5,15,7,0,7,-6,6,4,-4,0,0,-1,-1,-1,-1,-1,-2,0,3.274331052186123e-22,90,71,46,31,0.9994106888771057,4.268191207390624e-34,404,357,293,254,0.9994983077049255
384,16.0,prbs31,Macallan_BP,3,1,0,129,137,124,125,142,144,127,129,88,5,15,7,0,7,-7,-1,4,2,0,0,-1,-1,-1,-1,-1,-1,0,7.836792971206464e-25,96,79,57,43,0.9996356964111328,9.999936464761066e-41,466,421,360,323,0.9999133944511414
385,16.0,prbs31,Macallan_BP,3,1,0,128,138,124,125,142,144,127,129,88,5,15,7,0,7,-6,-1,4,3,0,0,0,-1,-1,-1,-1,-2,0,6.128181285151901e-21,86,67,40,24,0.9999448657035828,9.779439124979354e-39,460,413,350,311,0.9997239112854004
386,16.0,prbs31,Macallan_BP,3,1,0,128,138,124,125,142,143,127,129,88,5,15,7,0,7,-7,-1,4,2,0,0,0,-1,-1,-1,-1,-1,0,1.7009829700018e-20,85,65,37,21,0.9995902180671692,9.999936464761066e-41,461,418,358,322,0.9999405741691589
387,16.0,prbs31,Macallan_BP,3,1,0,129,137,123,125,142,143,127,129,88,5,15,7,0,7,-7,-1,4,3,0,0,0,-1,-1,-1,-1,-1,0,1.443030565394698e-20,85,65,38,21,0.9988008737564087,6.842359425335968e-39,460,413,350,312,0.9996072053909302
388,16.0,prbs31,Macallan_BP,3,1,1,127,136,126,127,144,146,127,129,86,4,15,7,0,5,-10,1,3,-2,0,-1,-1,-1,-1,-1,-1,-1,0,7.829128749725098e-24,95,77,53,39,0.9996618032455444,9.999936464761066e-41,464,422,365,331,0.999829113483429
389,16.0,prbs31,Macallan_BP,3,1,1,128,138,124,126,142,143,127,129,84,5,15,7,0,7,-7,-1,4,2,0,0,-1,-1,-1,-1,-1,-1,0,1.5741107789428165e-21,85,67,42,26,0.9999911189079285,7.99570803923633e-38,452,405,341,302,0.9993723034858704
390,16.0,prbs31,Macallan_BP,3,1,1,128,138,124,126,142,143,127,129,88,5,15,7,0,7,-7,-1,4,2,0,0,0,-1,-1,-1,-1,-1,0,9.147793009276796e-22,87,68,43,28,0.9999995231628418,9.999936464761066e-41,465,420,360,323,0.999498188495636
391,16.0,prbs31,Macallan_BP,3,1,1,128,137,124,126,142,143,127,129,86,5,15,7,0,6,-6,3,4,-1,0,0,-1,-1,-1,-1,-1,-1,0,1.1598970827236513e-20,84,64,38,22,0.9971022605895996,5.1561268811188146e-36,429,382,318,280,0.999484121799469
392,16.0,prbs31,Macallan_BP,3,1,1,126,135,127,128,145,147,127,129,88,3,15,7,1,4,-11,-3,2,1,-1,-1,-1,-1,-1,-1,-1,-1,0,5.453008068834801e-28,104,88,68,55,0.9991839528083801,9.999936464761066e-41,481,441,386,354,0.9995886087417603
393,16.0,prbs31,Macallan_BP,3,1,1,128,137,124,126,142,144,127,129,87,5,15,7,0,6,-6,6,4,-4,0,0,-1,-1,-1,-1,-1,-1,0,1.8015290705642245e-20,83,63,36,20,0.9977309107780457,1.833452419248356e-33,400,352,288,249,0.9999998211860657
394,16.0,prbs31,Macallan_BP,3,1,1,128,137,124,126,142,143,127,129,87,5,15,7,0,6,-6,6,4,-4,0,0,-1,-1,-1,-1,-1,-1,0,4.9543406120534096e-21,84,65,39,24,0.9999491572380066,3.336528958533858e-33,394,346,282,243,0.9996832609176636
395,16.0,prbs31,Macallan_BP,3,1,1,129,137,124,126,142,143,127,129,86,5,15,7,0,6,-6,3,4,-1,0,0,-1,-1,-1,-1,-1,-1,0,2.732460851561083e-20,82,62,35,19,0.9998876452445984,3.3073088501255606e-37,437,391,328,290,0.9993404746055603
396,16.0,prbs31,Macallan_BP,3,1,1,129,138,124,126,141,143,127,129,86,5,15,7,0,7,-6,3,4,-1,0,0,-1,-1,-1,-1,-1,-1,0,4.561786233786886e-22,88,69,44,29,0.9974420070648193,4.422406282060432e-40,452,408,347,311,0.9994305372238159
397,16.0,prbs31,Macallan_BP,3,1,2,128,137,124,126,141,143,127,129,84,5,15,7,0,6,-6,0,4,2,0,0,-1,-1,-1,-1,-1,-1,0,7.792907165774643e-23,88,70,47,33,0.9999223947525024,3.4384940590745227e-40,458,414,353,316,0.9999693632125854
398,16.0,prbs31,Macallan_BP,3,1,2,128,137,124,126,142,143,127,129,86,5,15,7,0,6,-6,3,4,-1,0,0,0,-1,-1,-1,-1,-1,0,5.8087868687978645e-22,85,67,43,28,0.9892416000366211,2.506037921944029e-37,435,389,327,289,0.9998453259468079
399,16.0,prbs31,Macallan_BP,3,1,2,127,136,126,128,143,145,127,129,86,4,15,7,0,5,-10,1,3,-2,0,-1,-1,-1,-1,-1,-1,-1,0,4.944287826932787e-26,97,81,60,47,0.9969479441642761,9.999936464761066e-41,457,416,359,325,0.9997006058692932
400,16.0,prbs31,Macallan_BP,3,1,2,128,137,125,126,141,143,127,129,84,5,15,7,0,6,-6,-1,4,2,0,0,0,-1,-1,-1,-1,-1,0,7.229598943818473e-22,84,66,42,27,0.9995561242103577,4.363361352677611e-40,456,412,351,314,0.9999902248382568
401,16.0,prbs31,Macallan_BP,3,1,2,128,137,125,126,142,143,127,129,84,5,15,7,0,6,-7,0,4,2,0,0,0,-1,-1,-1,-1,-1,0,2.1009524176515016e-21,84,65,40,25,0.9990028738975525,1.4221384923179238e-38,449,403,341,303,0.9999913573265076
402,16.0,prbs31,Macallan_BP,3,1,2,128,137,124,126,142,143,127,129,84,5,15,7,0,6,-7,-1,4,2,0,0,0,-1,-1,-1,-1,-1,0,2.6732814163952327e-22,85,68,44,30,0.9999093413352966,1.9069710364868272e-39,456,410,349,311,0.99976646900177
403,16.0,prbs31,Macallan_BP,3,1,2,128,137,124,126,142,143,127,129,85,5,15,7,0,6,-6,3,4,-1,0,0,-1,-1,-1,-1,-1,-1,0,1.6004405811762513e-21,83,65,41,26,0.9980475306510925,2.113491333339877e-34,428,379,312,271,0.9998706579208374
